source,url,date,identifier,organization,address1,address2,alternate_names,city,state,zip,phone,administrator,operator,type,general
manual,http://www.cdcr.ca.gov/Facilities_Locator/WSP.html,2015-10-23 15:32:00 ,WSP,Wasco State Prison,Facility E,PO Box 3300,"WSP, Wasco",Wasco,CA,93280,661-758-8400,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Facilities_Locator/WSP.html,2015-10-23 15:32:00 ,WSP,Wasco State Prison,Facility H,PO Box 9900,"WSP, Wasco",Wasco,CA,93280,661-758-8400,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/Youth_Correctional_Facilities/Ventura.html,2015-10-23 15:32:00 ,,Ventura Youth Correctional Facility,3100 Wright Road,,,Camarillo,CA,93010,805-485-7951,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/Youth_Correctional_Facilities/N.A._Chaderjian.html,2015-10-23 15:32:00 ,,N.A. Chaderjian Youth Correctional Facility,7650 South Newcastle Road,PO Box 213014,,Stockton,CA,95215,209-944-6400,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/Youth_Correctional_Facilities/O.H._Close.html,2015-10-23 15:32:00 ,,O.H. Close Youth Correctional Facility,7650 South Newcastle Road,PO Box 213001,,Stockton,CA,95213-9001,209-944-6391,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/Youth_Conservation_Camps/index.html,2015-10-23 15:32:00 ,,Pine Grove Youth Conservation Camp,13630 Aqueduct-Volcano Road,PO Box 1040,,Pine Grove,CA,95665,209-296-7581,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Visitors/CA_Out_Of_State_Facilities.html,2015-10-23 15:32:00 ,,"Joseph W. Moss, Chief (A), Contract Beds Unit",10961 Sun Center Drive,,,Rancho Cordova,CA,95670,916-464-4001,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Visitors/CA_Out_Of_State_Facilities.html,2015-10-23 15:32:00 ,LPCC,La Palma Correctional Center,5501 North La Palma Road,,"LPCC, La Palma - Arizona",Eloy,AZ,85131,800-624-2931,California,Corrections Corporation of America,,
manual,http://www.cdcr.ca.gov/Visitors/CA_Out_Of_State_Facilities.html,2015-10-23 15:32:00 ,TCCF,Tallahatchie County Correctional Facility,415 U.S. Highway 49 North,,"TCCF, Tallahatchie - Miss.",Tutwiler,MI,38963,662-445-8527,California,Corrections Corporation of America,,
manual,http://www.cdcr.ca.gov/Visitors/CA_Out_Of_State_Facilities.html,2015-10-23 15:32:00 ,NFCF,North Fork Correctional Facility,1605 East Main,,"NFCF, North Fork - OK",Sayre,OK,73662,662-345-8527,California,Corrections Corporation of America,,
manual,http://www.cdcr.ca.gov/Visitors/CA_Out_Of_State_Facilities.html,2015-10-23 15:32:00 ,FCC,Florence Correctional Center,PO Box 9000,,"FCC, COCF-FLO",Florence,AZ,85132,520-868-9095,California,Corrections Corporation of America,,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-23 15:32:00 ,GSMCCF,Golden State Modified Community Correctional Facility,PO Box 1518,,"GSMCCF, CCF Golden State, MCC Golden State",McFarland,CA,93250,661-792-2731,California,"The GEO Group, Inc.",,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-28 23:30:00 ,DVMCCF,Desert View Modified Community Correctional Facility,PO Box 3000,,"DVMCCF, CCF Desert View, MCC Desert View",Adelanto,CA,92301,760-246-1171,California,"The GEO Group, Inc.",,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-28 23:30:00 ,CVMCCF,Central Valley Modified Community Correctional Facility,PO Box 638,,"CVMCCF, CCF Central Valley, MCC Central Valley",McFarland,CA,93250,661-792-3492,California,"The GEO Group, Inc.",,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-28 23:30:00 ,SMCCF,Shafter Modified Community Correctional Facility,1150 E Ash Ave,,"SMCCF, CCF Shafter, MCC Shafter, CCF Shaftner",Shafter,CA,93263,661-746-8900,California,City of Shafter,,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-28 23:30:00 ,TMCCF,Taft Modified Community Correctional Facility,330 Commerce Way,,"TMCCF, CCF Taft, MCC Taft",Taft,CA,93268,661-765-2849,California,California Department of Corrections and Rehabilitation,,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-28 23:30:00 ,DMCCF,Delano Modified Community Correctional Facility,2727 W. Industry Way,,"DMCCF, CCF Delano, MCC Delano",Delano,CA,93215,661-721-3270,California,City of Delano,,
manual,http://www.cdcr.ca.gov/Facilities_Locator/Community_Correctional_Facilities.html,2015-10-28 23:30:00 ,FCRF,McFarland Female Community Reentry Facility,120 Taylor Road,,"FCRF, MFCRF, Female Community Reentry Facility, McFarland Female, McFarland",McFarland,CA,93250,661-792-1078,California,"The GEO Group, Inc.",,
